company_id;company_name;industry;location;business_description;website;email;revenue_sar
SA-MOCK-344;Saudi Pioneer Solutions 84;Information Technology;Jeddah;An established name in the information technology space, known for innovative strategies across the Saudi market.;;;4828800000
SA-MOCK-345;Saudi Tech Group 46;Retail;Jeddah;A fast-growing retail startup building the next generation of systems for government entities.;;partners@sauditechg.com.sa;135500000
SA-MOCK-346;Arabian Industries 91;Energy;Jeddah;Expertly handles data-driven energy infrastructure nationwide aligned closely with Vision 2030 objectives.;www.arabianind.com.sa;;22992300000
SA-MOCK-347;Saudi Apex Company 32;Fintech;Jeddah;B2B fintech specialists focusing on comprehensive infrastructure backed by years of deep industry expertise.;www.saudiapexc.com.sa;;1252900000
SA-MOCK-348;Arabian Vision Group 18;Logistics;Jeddah;Operating primarily out of Jeddah, they provide logistics services for large corporations to streamline daily operations.;www.arabianvis.com.sa;contact@arabianvis.com.sa;502700000
SA-MOCK-349;Gulf Vision Corp 19;Manufacturing;Riyadh;An established name in the manufacturing space, known for data-driven infrastructure in the MENA region.;www.gulfvision.com.sa;sales@gulfvision.com.sa;1765500000
SA-MOCK-350;National Star Services 42;Fintech;Dammam;Manages scalable fintech platforms to enterprise clients backed by years of deep industry expertise.;www.nationalst.com.sa;contact@nationalst.com.sa;15700000
SA-MOCK-351;National Logistics 84;Energy;Dammam;A pioneer in integrated energy technologies nationwide to streamline daily operations.;;info@nationallo.com.sa;5575100000
SA-MOCK-352;United Technologies 28;Healthcare;Jeddah;One of the key healthcare entities in Jeddah, offering comprehensive infrastructure empowering businesses to grow exponentially.;www.unitedtech.com.sa;sales@unitedtech.com.sa;1113800000
SA-MOCK-353;Gulf Oasis Solutions 69;Logistics;Dammam;Dedicated to offering agile logistics frameworks for the B2B sector empowering businesses to grow exponentially.;;;743300000
SA-MOCK-354;Global Vision Group 17;Education;Dammam;Expertly handles scalable education systems nationwide driving efficiency and growth.;;;11600000
SA-MOCK-355;Saudi Star Group 66;Real Estate;Jeddah;Building enterprise-grade systems for the real estate sector in the MENA region.;;hello@saudistarg.com.sa;10294500000
SA-MOCK-356;Future Vision Logistics 56;Education;Riyadh;Driven by modern innovation, this enterprise focuses on education technologies across the Saudi market.;;sales@futurevisi.com.sa;153900000
SA-MOCK-357;National Vision Logistics 46;Banking;Jeddah;Transforming the banking landscape in Jeddah through integrated frameworks.;www.nationalvi.com.sa;hello@nationalvi.com.sa;3163300000
SA-MOCK-358;Arabian Pioneer Corp 22;Construction;Dammam;Dedicated to offering innovative construction platforms nationwide backed by years of deep industry expertise.;www.arabianpio.com.sa;;1913500000
SA-MOCK-359;United Logistics 67;Telecommunications;Riyadh;One of the key telecommunications entities in Riyadh, offering scalable technologies enhancing customer experiences.;;;5343100000
SA-MOCK-360;Arabian Oasis Industries 59;Logistics;Dammam;A fast-growing logistics startup building the next generation of technologies across the Saudi market.;;info@arabianoas.com.sa;428300000
SA-MOCK-361;Future Corp 91;Hospitality;Jeddah;Offers scalable hospitality solutions for the B2B sector empowering businesses to grow exponentially.;www.futurecorp.com.sa;sales@futurecorp.com.sa;389000000
SA-MOCK-362;United Oasis Logistics 73;Real Estate;Jeddah;Leading the way in comprehensive real estate frameworks in the MENA region backed by years of deep industry expertise.;;contact@unitedoasi.com.sa;111300000
SA-MOCK-363;National Logistics 16;Healthcare;Dammam;A fast-growing healthcare startup building the next generation of technologies to enterprise clients.;;sales@nationallo.com.sa;1341500000
SA-MOCK-364;National Group 69;Retail;Riyadh;A Riyadh-based firm that delivers top-tier retail strategies for local SMEs.;www.nationalgr.com.sa;contact@nationalgr.com.sa;362500000
SA-MOCK-365;Global Holdings 40;Manufacturing;Dammam;Offers comprehensive manufacturing systems for the B2B sector with a strong focus on digital transformation.;;info@globalhold.com.sa;12084400000
SA-MOCK-366;Al Solutions 89;Banking;Jeddah;Focuses on delivering enterprise-grade banking solutions in the MENA region driving efficiency and growth.;www.alsolution.com.sa;;35140500000
SA-MOCK-367;Gulf Oasis Corp 89;Logistics;Dammam;Manages innovative logistics systems for government entities to streamline daily operations.;www.gulfoasisc.com.sa;partners@gulfoasisc.com.sa;146700000
SA-MOCK-368;Global Technologies 11;Manufacturing;Dammam;Expertly handles scalable manufacturing systems for the B2B sector enhancing customer experiences.;www.globaltech.com.sa;;1070600000
SA-MOCK-369;Smart Vision Holdings 82;Information Technology;Dammam;An established name in the information technology space, known for data-driven platforms in the MENA region.;;contact@smartvisio.com.sa;95200000
SA-MOCK-370;Al Logistics 28;Fintech;Riyadh;Manages integrated fintech systems for local SMEs backed by years of deep industry expertise.;;hello@allogistic.com.sa;59300000
SA-MOCK-371;Smart Logistics 13;Energy;Dammam;Leading the way in agile energy frameworks for local SMEs empowering businesses to grow exponentially.;www.smartlogis.com.sa;info@smartlogis.com.sa;19637200000
SA-MOCK-372;Arabian Apex Technologies 74;Telecommunications;Jeddah;Expertly handles innovative telecommunications frameworks for local SMEs backed by years of deep industry expertise.;www.arabianape.com.sa;;25302900000
SA-MOCK-373;Global Services 31;Real Estate;Dammam;Expertly handles data-driven real estate technologies for government entities aligned closely with Vision 2030 objectives.;www.globalserv.com.sa;contact@globalserv.com.sa;871100000
SA-MOCK-374;Future Group 32;Energy;Jeddah;One of the key energy entities in Jeddah, offering integrated frameworks with a strong focus on digital transformation.;www.futuregrou.com.sa;;2083900000
SA-MOCK-375;Al Holdings 75;Healthcare;Riyadh;Manages integrated healthcare services for government entities enhancing customer experiences.;;partners@alholdings.com.sa;217900000
SA-MOCK-376;Future Oasis Logistics 23;Telecommunications;Jeddah;Operating primarily out of Jeddah, they provide telecommunications services for large corporations to streamline daily operations.;www.futureoasi.com.sa;contact@futureoasi.com.sa;6884100000
SA-MOCK-377;Arabian Oasis Corp 12;Telecommunications;Dammam;Offers cutting-edge telecommunications solutions across the Saudi market backed by years of deep industry expertise.;www.arabianoas.com.sa;;28353200000
SA-MOCK-378;Gulf Services 55;Information Technology;Jeddah;A pioneer in scalable information technology systems across the Saudi market empowering businesses to grow exponentially.;www.gulfservic.com.sa;;96500000
SA-MOCK-379;Arabian Vision Services 30;Energy;Jeddah;Designing tailored solutions for the energy sector to enterprise clients.;www.arabianvis.com.sa;;16668200000
SA-MOCK-380;Smart Solutions 40;Healthcare;Riyadh;Transforming the healthcare landscape in Riyadh through sustainable services.;www.smartsolut.com.sa;;90100000
SA-MOCK-381;United Apex Technologies 85;Construction;Riyadh;An established name in the construction space, known for agile strategies to enterprise clients.;www.unitedapex.com.sa;partners@unitedapex.com.sa;102100000
SA-MOCK-382;Gulf Solutions 25;Retail;Riyadh;Specializes in providing integrated retail solutions to enterprise clients backed by years of deep industry expertise.;www.gulfsoluti.com.sa;sales@gulfsoluti.com.sa;148400000
SA-MOCK-383;Gulf Star Company 62;Fintech;Riyadh;A Riyadh-based firm that designs top-tier fintech systems to enterprise clients.;;partners@gulfstarco.com.sa;251700000
SA-MOCK-384;Future Oasis Industries 38;Information Technology;Jeddah;Leading the way in tailored information technology technologies for government entities with a strong focus on digital transformation.;;contact@futureoasi.com.sa;256400000
SA-MOCK-385;Al Tech Services 60;Retail;Dammam;Expertly handles data-driven retail systems for large corporations driving efficiency and growth.;www.altechserv.com.sa;;274000000
SA-MOCK-386;Future Industries 91;Banking;Riyadh;Specializes in providing agile banking services for government entities enhancing customer experiences.;;sales@futureindu.com.sa;8679700000
SA-MOCK-387;Global Tech Solutions 72;Healthcare;Jeddah;Driven by modern innovation, this enterprise focuses on healthcare platforms to enterprise clients.;www.globaltech.com.sa;;138500000
SA-MOCK-388;Smart Company 33;Education;Riyadh;A Riyadh-based firm that delivers top-tier education services for the B2B sector.;www.smartcompa.com.sa;;480600000
SA-MOCK-389;Arabian Apex Technologies 31;Education;Riyadh;A pioneer in enterprise-grade education solutions for the B2B sector aligned closely with Vision 2030 objectives.;www.arabianape.com.sa;;19200000
SA-MOCK-390;Gulf Group 77;Retail;Jeddah;Specializes in providing scalable retail solutions in the MENA region empowering businesses to grow exponentially.;www.gulfgroup7.com.sa;contact@gulfgroup7.com.sa;575900000
SA-MOCK-391;Global Apex Solutions 63;Construction;Jeddah;Operating primarily out of Jeddah, they provide construction services for large corporations driving efficiency and growth.;www.globalapex.com.sa;;134100000
SA-MOCK-392;Smart Tech Logistics 12;Telecommunications;Riyadh;Deploying data-driven solutions for the telecommunications sector for large corporations.;www.smarttechl.com.sa;partners@smarttechl.com.sa;994300000
SA-MOCK-393;Future Corp 10;Logistics;Riyadh;Develops scalable logistics systems for government entities backed by years of deep industry expertise.;www.futurecorp.com.sa;;517800000
SA-MOCK-394;National Star Company 18;Retail;Jeddah;A pioneer in data-driven retail services nationwide enhancing customer experiences.;www.nationalst.com.sa;;404700000
SA-MOCK-395;Future Solutions 24;Banking;Dammam;Deploying comprehensive solutions for the banking sector for the B2B sector.;www.futuresolu.com.sa;sales@futuresolu.com.sa;2821300000
SA-MOCK-396;United Company 88;Manufacturing;Jeddah;Delivering sustainable strategies for the manufacturing sector to enterprise clients.;www.unitedcomp.com.sa;;793600000
SA-MOCK-397;Arabian Vision Logistics 78;Manufacturing;Riyadh;Leading the way in comprehensive manufacturing services nationwide with a strong focus on digital transformation.;www.arabianvis.com.sa;partners@arabianvis.com.sa;1418800000
SA-MOCK-398;Al Tech Corp 67;Healthcare;Riyadh;Transforming the healthcare landscape in Riyadh through scalable systems.;;sales@altechcorp.com.sa;184600000
SA-MOCK-399;Future Apex Solutions 81;Information Technology;Dammam;A pioneer in sustainable information technology strategies for large corporations empowering businesses to grow exponentially.;www.futureapex.com.sa;contact@futureapex.com.sa;141000000
SA-MOCK-400;Future Technologies 66;Banking;Riyadh;Expertly handles innovative banking technologies for large corporations to streamline daily operations.;www.futuretech.com.sa;hello@futuretech.com.sa;9153800000
SA-MOCK-401;Saudi Apex Solutions 25;Manufacturing;Dammam;Operating primarily out of Dammam, they provide manufacturing services to enterprise clients driving efficiency and growth.;;;2451100000
SA-MOCK-402;Arabian Apex Corp 71;Information Technology;Riyadh;Dedicated to offering integrated information technology services for large corporations to streamline daily operations.;www.arabianape.com.sa;partners@arabianape.com.sa;735000000
SA-MOCK-403;Saudi Star Services 41;Banking;Riyadh;A pioneer in sustainable banking solutions in the MENA region empowering businesses to grow exponentially.;www.saudistars.com.sa;partners@saudistars.com.sa;25205000000
SA-MOCK-404;Global Technologies 51;Fintech;Dammam;Expertly handles enterprise-grade fintech infrastructure nationwide to streamline daily operations.;www.globaltech.com.sa;;163800000
SA-MOCK-405;National Tech Solutions 44;Banking;Dammam;Focuses on delivering data-driven banking services nationwide driving efficiency and growth.;www.nationalte.com.sa;info@nationalte.com.sa;25852300000
SA-MOCK-406;Future Tech Logistics 89;Real Estate;Riyadh;Specializes in providing agile real estate services across the Saudi market to streamline daily operations.;;contact@futuretech.com.sa;256700000
SA-MOCK-407;Global Oasis Services 42;Logistics;Dammam;Driven by modern innovation, this enterprise focuses on logistics systems to enterprise clients.;;sales@globaloasi.com.sa;1430200000
SA-MOCK-408;Al Services 45;Logistics;Dammam;Established in Dammam, this company designs scalable logistics platforms empowering businesses to grow exponentially.;www.alservices.com.sa;hello@alservices.com.sa;2002700000
SA-MOCK-409;Global Logistics 41;Hospitality;Riyadh;Offers integrated hospitality solutions for large corporations with a strong focus on digital transformation.;;;1194200000
SA-MOCK-410;Gulf Pioneer Holdings 48;Construction;Dammam;B2B construction specialists focusing on sustainable services driving efficiency and growth.;www.gulfpionee.com.sa;;183800000
SA-MOCK-411;Arabian Corp 32;Information Technology;Riyadh;Leading the way in cutting-edge information technology services for government entities aligned closely with Vision 2030 objectives.;www.arabiancor.com.sa;hello@arabiancor.com.sa;247300000
SA-MOCK-412;Smart Pioneer Company 50;Real Estate;Dammam;One of the key real estate entities in Dammam, offering tailored services driving efficiency and growth.;www.smartpione.com.sa;info@smartpione.com.sa;8149200000
SA-MOCK-413;Future Pioneer Group 92;Healthcare;Jeddah;An established name in the healthcare space, known for sustainable services for large corporations.;www.futurepion.com.sa;;250600000
SA-MOCK-414;Global Technologies 63;Retail;Jeddah;A pioneer in sustainable retail systems for the B2B sector to streamline daily operations.;;;5952900000
SA-MOCK-415;United Technologies 99;Real Estate;Riyadh;Dedicated to offering scalable real estate platforms across the Saudi market to streamline daily operations.;;hello@unitedtech.com.sa;6830600000
SA-MOCK-416;Al Corp 32;Information Technology;Dammam;A pioneer in data-driven information technology frameworks to enterprise clients aligned closely with Vision 2030 objectives.;;contact@alcorp32.com.sa;98700000
SA-MOCK-417;Al Technologies 13;Information Technology;Jeddah;Deploying comprehensive solutions for the information technology sector for local SMEs.;www.altechnolo.com.sa;info@altechnolo.com.sa;168500000
SA-MOCK-418;Gulf Group 61;Fintech;Dammam;Offers comprehensive fintech systems in the MENA region with a strong focus on digital transformation.;;;315300000
SA-MOCK-419;Smart Oasis Technologies 72;Hospitality;Dammam;Manages enterprise-grade hospitality platforms across the Saudi market empowering businesses to grow exponentially.;www.smartoasis.com.sa;sales@smartoasis.com.sa;39500000
SA-MOCK-420;Saudi Apex Company 30;Retail;Jeddah;Dedicated to offering tailored retail services for local SMEs to streamline daily operations.;www.saudiapexc.com.sa;;79600000
SA-MOCK-421;Al Tech Company 86;Energy;Riyadh;A fast-growing energy startup building the next generation of frameworks for the B2B sector.;;;21146000000
SA-MOCK-422;National Company 29;Construction;Dammam;Leading the way in tailored construction systems in the MENA region enhancing customer experiences.;;sales@nationalco.com.sa;306300000
SA-MOCK-423;Saudi Vision Industries 26;Logistics;Riyadh;An established name in the logistics space, known for data-driven solutions for the B2B sector.;www.saudivisio.com.sa;;1813400000
SA-MOCK-424;National Apex Logistics 60;Information Technology;Dammam;Transforming the information technology landscape in Dammam through tailored platforms.;www.nationalap.com.sa;info@nationalap.com.sa;94800000
SA-MOCK-425;Saudi Corp 37;Retail;Jeddah;Specializes in providing innovative retail solutions for large corporations enhancing customer experiences.;www.saudicorp3.com.sa;;343900000
SA-MOCK-426;Gulf Company 46;Healthcare;Riyadh;Offers enterprise-grade healthcare services for local SMEs backed by years of deep industry expertise.;;;2887900000
SA-MOCK-427;Smart Tech Services 96;Manufacturing;Jeddah;Established in Jeddah, this company designs enterprise-grade manufacturing infrastructure backed by years of deep industry expertise.;www.smarttechs.com.sa;hello@smarttechs.com.sa;109300000
SA-MOCK-428;Global Pioneer Company 58;Telecommunications;Dammam;Transforming the telecommunications landscape in Dammam through agile frameworks.;www.globalpion.com.sa;contact@globalpion.com.sa;1009100000
SA-MOCK-429;National Services 74;Healthcare;Jeddah;B2B healthcare specialists focusing on agile services backed by years of deep industry expertise.;www.nationalse.com.sa;sales@nationalse.com.sa;2845400000
SA-MOCK-430;Gulf Technologies 67;Logistics;Jeddah;Dedicated to offering agile logistics strategies for large corporations driving efficiency and growth.;www.gulftechno.com.sa;info@gulftechno.com.sa;3259300000
SA-MOCK-431;Al Company 75;Education;Dammam;Established in Dammam, this company builds tailored education frameworks aligned closely with Vision 2030 objectives.;www.alcompany7.com.sa;info@alcompany7.com.sa;1691500000
SA-MOCK-432;Smart Company 80;Healthcare;Jeddah;Manages tailored healthcare infrastructure nationwide to streamline daily operations.;www.smartcompa.com.sa;;146400000
SA-MOCK-433;United Apex Corp 33;Construction;Jeddah;Offers agile construction services for government entities enhancing customer experiences.;www.unitedapex.com.sa;info@unitedapex.com.sa;459700000
SA-MOCK-434;Saudi Vision Services 27;Retail;Jeddah;Dedicated to offering data-driven retail systems nationwide with a strong focus on digital transformation.;www.saudivisio.com.sa;info@saudivisio.com.sa;1885000000
SA-MOCK-435;National Solutions 98;Healthcare;Riyadh;Focuses on delivering scalable healthcare strategies for government entities aligned closely with Vision 2030 objectives.;www.nationalso.com.sa;;1111500000
SA-MOCK-436;National Group 30;Fintech;Riyadh;Offers agile fintech infrastructure for government entities driving efficiency and growth.;www.nationalgr.com.sa;;249700000
SA-MOCK-437;National Pioneer Holdings 98;Information Technology;Dammam;Transforming the information technology landscape in Dammam through integrated platforms.;;;130500000
SA-MOCK-438;Smart Solutions 59;Hospitality;Jeddah;A Jeddah-based firm that builds top-tier hospitality services for government entities.;;sales@smartsolut.com.sa;14500000
SA-MOCK-439;Al Holdings 75;Energy;Dammam;Specializes in providing tailored energy solutions nationwide aligned closely with Vision 2030 objectives.;www.alholdings.com.sa;;806200000
SA-MOCK-440;Gulf Pioneer Logistics 79;Fintech;Riyadh;Leading the way in innovative fintech systems for the B2B sector driving efficiency and growth.;;info@gulfpionee.com.sa;6200000
SA-MOCK-441;Arabian Vision Services 14;Construction;Jeddah;One of the key construction entities in Jeddah, offering enterprise-grade solutions with a strong focus on digital transformation.;;sales@arabianvis.com.sa;573900000
SA-MOCK-442;Global Tech Industries 23;Healthcare;Jeddah;A pioneer in scalable healthcare solutions for local SMEs backed by years of deep industry expertise.;www.globaltech.com.sa;contact@globaltech.com.sa;1183800000
SA-MOCK-443;Saudi Tech Technologies 59;Real Estate;Dammam;One of the key real estate entities in Dammam, offering tailored frameworks enhancing customer experiences.;www.sauditecht.com.sa;;1382700000
SA-MOCK-444;Smart Solutions 86;Education;Riyadh;Develops integrated education technologies nationwide driving efficiency and growth.;;;21700000
SA-MOCK-445;Smart Company 56;Education;Riyadh;A Riyadh-based firm that deploys top-tier education frameworks in the MENA region.;www.smartcompa.com.sa;;26600000
SA-MOCK-446;Smart Technologies 50;Telecommunications;Dammam;Focuses on delivering innovative telecommunications systems for local SMEs empowering businesses to grow exponentially.;www.smarttechn.com.sa;contact@smarttechn.com.sa;1023000000
SA-MOCK-447;Arabian Group 26;Banking;Riyadh;Expertly handles data-driven banking systems across the Saudi market driving efficiency and growth.;www.arabiangro.com.sa;sales@arabiangro.com.sa;23955100000
SA-MOCK-448;Future Pioneer Holdings 55;Retail;Riyadh;Expertly handles integrated retail frameworks for the B2B sector to streamline daily operations.;www.futurepion.com.sa;hello@futurepion.com.sa;5727800000
SA-MOCK-449;Arabian Logistics 47;Telecommunications;Jeddah;Specializes in providing agile telecommunications solutions for the B2B sector backed by years of deep industry expertise.;;hello@arabianlog.com.sa;28565700000
SA-MOCK-450;Future Apex Services 72;Construction;Jeddah;Established in Jeddah, this company provides data-driven construction solutions enhancing customer experiences.;www.futureapex.com.sa;partners@futureapex.com.sa;63400000
SA-MOCK-451;Global Company 82;Logistics;Riyadh;Focuses on delivering tailored logistics platforms in the MENA region enhancing customer experiences.;;sales@globalcomp.com.sa;53900000
SA-MOCK-452;Arabian Logistics 95;Logistics;Riyadh;Develops enterprise-grade logistics services across the Saudi market aligned closely with Vision 2030 objectives.;;partners@arabianlog.com.sa;3956000000
SA-MOCK-453;Global Logistics 69;Hospitality;Jeddah;Manages innovative hospitality frameworks nationwide backed by years of deep industry expertise.;www.globallogi.com.sa;;115700000
SA-MOCK-454;Al Solutions 77;Construction;Riyadh;Leading the way in scalable construction technologies across the Saudi market with a strong focus on digital transformation.;www.alsolution.com.sa;hello@alsolution.com.sa;1605500000
SA-MOCK-455;Smart Services 75;Healthcare;Dammam;B2B healthcare specialists focusing on tailored technologies with a strong focus on digital transformation.;www.smartservi.com.sa;;442600000
SA-MOCK-456;Smart Star Group 45;Telecommunications;Dammam;Focuses on delivering scalable telecommunications technologies for large corporations with a strong focus on digital transformation.;;;3435400000
SA-MOCK-457;Saudi Industries 73;Retail;Jeddah;An established name in the retail space, known for cutting-edge services for large corporations.;;contact@saudiindus.com.sa;589300000
SA-MOCK-458;National Industries 55;Construction;Riyadh;Operating primarily out of Riyadh, they provide construction services for local SMEs with a strong focus on digital transformation.;www.nationalin.com.sa;;319100000
SA-MOCK-459;National Group 56;Education;Jeddah;Expertly handles sustainable education strategies to enterprise clients empowering businesses to grow exponentially.;www.nationalgr.com.sa;;241400000
SA-MOCK-460;Smart Industries 86;Real Estate;Jeddah;A pioneer in integrated real estate strategies for local SMEs enhancing customer experiences.;;partners@smartindus.com.sa;85500000
SA-MOCK-461;Smart Industries 17;Construction;Riyadh;Specializes in providing comprehensive construction strategies for the B2B sector driving efficiency and growth.;www.smartindus.com.sa;;1180500000
SA-MOCK-462;National Vision Services 61;Banking;Dammam;Dedicated to offering integrated banking technologies across the Saudi market with a strong focus on digital transformation.;;hello@nationalvi.com.sa;24406000000
SA-MOCK-463;Saudi Tech Group 26;Fintech;Jeddah;Leading the way in integrated fintech strategies in the MENA region to streamline daily operations.;www.sauditechg.com.sa;partners@sauditechg.com.sa;14100000
SA-MOCK-464;Al Group 30;Real Estate;Jeddah;A pioneer in agile real estate technologies for the B2B sector to streamline daily operations.;;info@algroup30.com.sa;777900000
SA-MOCK-465;Future Group 66;Manufacturing;Dammam;Manages cutting-edge manufacturing solutions in the MENA region enhancing customer experiences.;www.futuregrou.com.sa;hello@futuregrou.com.sa;4063100000
SA-MOCK-466;Al Star Industries 87;Retail;Dammam;A pioneer in cutting-edge retail strategies in the MENA region aligned closely with Vision 2030 objectives.;www.alstarindu.com.sa;info@alstarindu.com.sa;348100000
SA-MOCK-467;Saudi Solutions 43;Telecommunications;Jeddah;Delivering data-driven platforms for the telecommunications sector for the B2B sector.;;;982500000
SA-MOCK-468;Global Tech Technologies 54;Logistics;Riyadh;A fast-growing logistics startup building the next generation of systems in the MENA region.;www.globaltech.com.sa;;88800000
SA-MOCK-469;United Company 92;Manufacturing;Riyadh;Manages scalable manufacturing strategies to enterprise clients driving efficiency and growth.;www.unitedcomp.com.sa;;1304300000
SA-MOCK-470;Al Holdings 38;Education;Dammam;Building comprehensive systems for the education sector across the Saudi market.;;partners@alholdings.com.sa;10900000
SA-MOCK-471;United Group 84;Retail;Riyadh;Designing innovative infrastructure for the retail sector in the MENA region.;;hello@unitedgrou.com.sa;3598000000
SA-MOCK-472;United Industries 42;Telecommunications;Jeddah;A Jeddah-based firm that designs top-tier telecommunications solutions nationwide.;www.unitedindu.com.sa;sales@unitedindu.com.sa;16049900000
SA-MOCK-473;Future Company 64;Energy;Riyadh;B2B energy specialists focusing on agile platforms empowering businesses to grow exponentially.;www.futurecomp.com.sa;partners@futurecomp.com.sa;11914300000
SA-MOCK-474;Gulf Industries 72;Information Technology;Jeddah;Offers enterprise-grade information technology infrastructure across the Saudi market driving efficiency and growth.;;;3945700000
SA-MOCK-475;Future Industries 39;Banking;Jeddah;Specializes in providing scalable banking infrastructure in the MENA region empowering businesses to grow exponentially.;www.futureindu.com.sa;info@futureindu.com.sa;9072800000
SA-MOCK-476;United Tech Group 17;Retail;Jeddah;An established name in the retail space, known for tailored infrastructure for local SMEs.;www.unitedtech.com.sa;contact@unitedtech.com.sa;346800000
SA-MOCK-477;Arabian Group 28;Construction;Dammam;A fast-growing construction startup building the next generation of services for government entities.;;;723400000
SA-MOCK-478;National Vision Logistics 89;Information Technology;Jeddah;B2B information technology specialists focusing on data-driven systems empowering businesses to grow exponentially.;;partners@nationalvi.com.sa;646400000
SA-MOCK-479;National Oasis Industries 84;Retail;Riyadh;Manages agile retail services to enterprise clients backed by years of deep industry expertise.;www.nationaloa.com.sa;sales@nationaloa.com.sa;5522600000
SA-MOCK-480;Gulf Oasis Company 75;Healthcare;Dammam;Dedicated to offering scalable healthcare infrastructure across the Saudi market empowering businesses to grow exponentially.;www.gulfoasisc.com.sa;sales@gulfoasisc.com.sa;5400700000
SA-MOCK-481;Future Tech Group 93;Information Technology;Jeddah;Operating primarily out of Jeddah, they provide information technology services for large corporations aligned closely with Vision 2030 objectives.;www.futuretech.com.sa;hello@futuretech.com.sa;185400000
SA-MOCK-482;Gulf Corp 22;Information Technology;Riyadh;Focuses on delivering tailored information technology solutions in the MENA region with a strong focus on digital transformation.;;partners@gulfcorp22.com.sa;5100100000
SA-MOCK-483;Arabian Corp 21;Fintech;Riyadh;A fast-growing fintech startup building the next generation of infrastructure for large corporations.;;;349200000
SA-MOCK-484;Global Oasis Technologies 23;Real Estate;Jeddah;Offers sustainable real estate technologies for the B2B sector driving efficiency and growth.;;;3945100000
SA-MOCK-485;Global Star Logistics 32;Real Estate;Dammam;A fast-growing real estate startup building the next generation of services to enterprise clients.;www.globalstar.com.sa;;4740500000
SA-MOCK-486;Al Tech Company 60;Retail;Riyadh;Deploying integrated platforms for the retail sector for government entities.;www.altechcomp.com.sa;;348600000
SA-MOCK-487;Global Oasis Services 42;Education;Dammam;One of the key education entities in Dammam, offering enterprise-grade infrastructure with a strong focus on digital transformation.;www.globaloasi.com.sa;contact@globaloasi.com.sa;1156100000
SA-MOCK-488;Al Group 30;Energy;Riyadh;A Riyadh-based firm that deploys top-tier energy solutions for government entities.;www.algroup30.com.sa;partners@algroup30.com.sa;26205600000
SA-MOCK-489;Arabian Corp 24;Energy;Jeddah;An established name in the energy space, known for agile services in the MENA region.;www.arabiancor.com.sa;;11396600000
SA-MOCK-490;Smart Services 76;Energy;Riyadh;Focuses on delivering enterprise-grade energy technologies for large corporations driving efficiency and growth.;;;15790700000
SA-MOCK-491;Al Group 99;Information Technology;Riyadh;Manages sustainable information technology systems in the MENA region enhancing customer experiences.;www.algroup99.com.sa;sales@algroup99.com.sa;2430100000
SA-MOCK-492;National Star Corp 78;Fintech;Dammam;Leading the way in enterprise-grade fintech services in the MENA region empowering businesses to grow exponentially.;www.nationalst.com.sa;;50600000
SA-MOCK-493;Saudi Company 87;Information Technology;Jeddah;Dedicated to offering data-driven information technology platforms in the MENA region aligned closely with Vision 2030 objectives.;;hello@saudicompa.com.sa;1957700000
SA-MOCK-494;National Pioneer Company 57;Healthcare;Jeddah;A pioneer in integrated healthcare technologies for the B2B sector to streamline daily operations.;;;115700000
SA-MOCK-495;Smart Tech Group 77;Real Estate;Jeddah;Specializes in providing comprehensive real estate solutions across the Saudi market backed by years of deep industry expertise.;www.smarttechg.com.sa;partners@smarttechg.com.sa;443300000
SA-MOCK-496;Al Vision Company 40;Banking;Dammam;Manages enterprise-grade banking infrastructure in the MENA region to streamline daily operations.;www.alvisionco.com.sa;partners@alvisionco.com.sa;4331600000
SA-MOCK-497;United Tech Holdings 38;Logistics;Dammam;Expertly handles scalable logistics solutions for local SMEs to streamline daily operations.;www.unitedtech.com.sa;;42100000
SA-MOCK-498;National Holdings 23;Healthcare;Riyadh;Offers scalable healthcare solutions for the B2B sector driving efficiency and growth.;;;514600000
SA-MOCK-499;United Technologies 28;Banking;Dammam;An established name in the banking space, known for tailored services to enterprise clients.;www.unitedtech.com.sa;;9471000000
SA-MOCK-500;Arabian Pioneer Group 51;Banking;Dammam;Established in Dammam, this company builds sustainable banking platforms backed by years of deep industry expertise.;;hello@arabianpio.com.sa;8851400000
